activity_id,outer_fold,observed,prediction,abs_error,max_train_similarity
14758956,1,0.5910646070264992,1.7472355938924715,1.1561709868659724,0.6307692307692307
14765535,4,2.120014252078067,1.0294906840095752,1.090523568068492,0.28
14765534,2,2.120014252078067,1.0304946023922512,1.089519649685816,0.26136363636363635
14765462,3,2.019988159591285,0.9886933538753796,1.0312948057159055,0.30357142857142855
14769814,4,0.4771212547196624,1.4753536845111828,0.9982324297915204,0.34375
14769809,1,0.4771212547196624,1.4700009393797953,0.9928796846601329,0.28
14758997,2,0.6201360549737575,1.5882016453103918,0.9680655903366343,0.4722222222222222
14765542,4,2.1367205671564067,1.180309627735361,0.9564109394210456,0.6666666666666666
14765515,2,2.090011024007147,1.1397000076288144,0.9503110163783326,0.30357142857142855
14765536,0,2.127104798364808,1.1875936905171742,0.9395111078476339,0.4067796610169492
14759813,1,0.6989700043360189,1.6343054554297864,0.9353354510937676,0.8333333333333334
14758989,1,0.6020599913279624,1.51418394072619,0.9121239493982275,0.5967741935483871
14765483,0,2.049218022670181,1.137440877302067,0.911777145368114,0.28888888888888886
14765486,3,2.0499928569201424,1.1383656025766131,0.9116272543435293,0.7213114754098361
14765452,0,2.012837224705172,1.1028188126106535,0.9100184120945185,0.527027027027027
14759822,4,0.6989700043360189,1.6012841724784317,0.9023141681424128,0.24096385542168675
14765523,4,2.103803720955957,1.2125045339871263,0.8912991869688305,0.3111111111111111
14759811,3,0.6989700043360189,1.5873772831892574,0.8884072788532386,0.5735294117647058
14758988,1,0.6020599913279624,1.4824436288974971,0.8803836375695347,0.42105263157894735
14765561,3,2.159988050381987,1.2808070735514456,0.8791809768305412,0.32098765432098764
