activity_id,outer_fold,observed,prediction,abs_error,max_train_similarity
14765564,2,2.164352855784437,0.8452956141389842,1.319057241645453,0.34782608695652173
14765473,4,2.029992175377848,0.8345205448746208,1.195471630503227,0.30434782608695654
14765534,2,2.120014252078067,1.102874739138175,1.0171395129398921,0.26136363636363635
14769812,0,0.4771212547196624,1.458917987925013,0.9817967332053505,0.3333333333333333
14765499,3,2.070000903802345,1.0883975353081892,0.9816033684941556,0.23076923076923078
14759821,1,0.6989700043360189,1.6716023287801154,0.9726323244440965,0.296875
14765508,3,2.080012847107928,1.1212484593569134,0.9587643877510148,0.25862068965517243
14765503,0,2.0755469613925306,1.1337556404716882,0.9417913209208424,0.27906976744186046
14765492,2,2.0600175425316003,1.1340615404448515,0.9259560020867488,0.19540229885057472
14769804,0,0.4771212547196624,1.4003077039069651,0.9231864491873027,0.4915254237288136
14758991,1,0.6020599913279624,1.5173526796704353,0.9152926883424729,0.28
14765460,0,2.019988159591285,1.1089512041913827,0.9110369553999025,0.21359223300970873
14765385,3,1.920018916028915,1.0175306168712812,0.9024882991576337,0.225
14763368,4,1.4471580313422192,0.5518595330136509,0.8952984983285683,0.4794520547945205
14765516,1,2.093421685162235,1.19832421026371,0.8950974748985252,0.3333333333333333
14765380,3,1.9138138523837167,1.0198176050683436,0.8939962473153731,0.3684210526315789
14758956,1,0.5910646070264992,1.4645944112233256,0.8735298041968264,0.6307692307692307
14759988,2,0.850033257689769,1.7197613636821,0.8697281059923311,0.8070175438596491
14769809,1,0.4771212547196624,1.3425159293576665,0.8653946746380041,0.28
14759902,1,0.7781512503836436,1.6422825050017558,0.8641312546181121,0.6615384615384615
